timestamp,amount,temperature,humidity,windspeed
1708439022000,358.09,-2.5,43,3.09
1708439022000,356.24,-2.5,43,3.09
1708439022000,346.11,-2.5,43,3.09
1708439022000,340.93,-2.5,43,3.09
1708439022000,337.79,-2.5,43,3.09
1708439022000,335.62,-2.5,43,3.09
1708439022000,338.22,-2.5,43,3.09
1708439022000,335.92,-2.5,43,3.09
1708439022000,340.99,-2.5,43,3.09
1708439023000,336.83,-2.5,43,3.09
1708439023000,333.25,-2.5,43,3.09
1708439023000,330.78,-2.5,43,3.09
1708439023000,334.42,-2.5,43,3.09
1708439023000,336.54,-2.5,43,3.09
1708439023000,334.06,-2.5,43,3.09
1708439023000,332.02,-2.5,43,3.09
1708439023000,334.45,-2.5,43,3.09
1708439023000,341.91,-2.5,43,3.09
1708439023000,338.65,-2.5,43,3.09
1708439023000,340.7,-2.5,43,3.09
1708439023000,342.49,-2.5,43,3.09
1708439023000,339.1,-2.5,43,3.09
1708439023000,336.19,-2.5,43,3.09
1708439023000,341.17,-2.5,43,3.09
1708439023000,347,-2.5,43,3.09
1708439023000,348.64,-2.5,43,3.09
1708439023000,352.17,-2.5,43,3.09
1708439023000,354.6,-2.5,43,3.09
1708439023000,349.46,-2.5,43,3.09
1708439023000,345.9,-2.5,43,3.09
1708439023000,341.57,-2.5,43,3.09
1708439023000,338.58,-2.5,43,3.09
1708439023000,340.56,-2.5,43,3.09
1708439023000,343.99,-2.5,43,3.09
1708439023000,341.27,-2.5,43,3.09
1708439023000,339.74,-2.5,43,3.09
1708439023000,337.94,-2.5,43,3.09
1708439023000,335.48,-2.5,43,3.09
1708439023000,328.14,-2.5,43,3.09
1708439023000,323.83,-2.5,43,3.09
1708439023000,320.86,-2.5,43,3.09
1708439023000,336.04,-2.5,43,3.09
1708439023000,329.98,-2.5,43,3.09
1708439023000,341.15,-2.5,43,3.09
1708439023000,335.21,-2.5,43,3.09
1708439023000,342.37,-2.5,43,3.09
1708439023000,347.32,-2.5,43,3.09
1708439023000,350.74,-2.5,43,3.09
1708439023000,353.1,-2.5,43,3.09
1708439023000,354.74,-2.5,43,3.09
1708439023000,352.96,-2.5,43,3.09
1708439023000,348.85,-2.5,43,3.09
1708439023000,346.9,-2.5,43,3.09
1708439023000,345.16,-2.5,43,3.09
1708439023000,335.08,-2.5,43,3.09
1708439023000,343.48,-2.5,43,3.09
1708439023000,333.92,-2.5,43,3.09
1708439023000,327.87,-2.5,43,3.09
1708439023000,329.79,-2.5,43,3.09
1708439023000,332.04,-2.5,43,3.09
1708439023000,335.23,-2.5,43,3.09
1708439023000,337.78,-2.5,43,3.09
1708439023000,334.07,-2.5,43,3.09
1708439023000,332.37,-2.5,43,3.09
1708439023000,334.15,-2.5,43,3.09
1708439023000,337.72,-2.5,43,3.09
1708439023000,339.99,-2.5,43,3.09
1708439023000,334.42,-2.5,43,3.09
1708439023000,341.14,-2.5,43,3.09
1708439023000,339.19,-2.5,43,3.09
1708439023000,335.91,-2.5,43,3.09
1708439023000,333.64,-2.5,43,3.09
1708439023000,332.07,-2.5,43,3.09
1708439023000,335.9,-2.5,43,3.09
1708439023000,340.97,-2.5,43,3.09
1708439023000,342.86,-2.5,43,3.09
1708439023000,344.93,-2.5,43,3.09
1708439023000,347.34,-2.5,43,3.09
1708439023000,349.69,-2.5,43,3.09
1708439023000,342.11,-2.5,43,3.09
1708439023000,336.22,-2.5,43,3.09
1708439023000,333.51,-2.5,43,3.09
1708439023000,331.64,-2.5,43,3.09
1708439023000,335.64,-2.5,43,3.09
1708439023000,338.4,-2.5,43,3.09
1708439023000,340.31,-2.5,43,3.09
1708439023000,337.74,-2.5,43,3.09
1708439023000,336,-2.5,43,3.09
1708439023000,334.05,-2.5,43,3.09
1708439023000,336.96,-2.5,43,3.09
1708439023000,338.97,-2.5,43,3.09
1708439023000,340.71,-2.5,43,3.09
1708439023000,344.61,-2.5,43,3.09
1708439023000,339.65,-2.5,43,3.09
1708439023000,343.05,-2.5,43,3.09
1708439023000,346.26,-2.5,43,3.09
1708439023000,348.47,-2.5,43,3.09
1708439023000,350,-2.5,43,3.09
1708439024000,351.78,-2.5,43,3.09
1708439024000,345.63,-2.5,43,3.09
1708439024000,342.41,-2.5,43,3.09
1708439024000,339.16,-2.5,43,3.09
1708439024000,336.91,-2.5,43,3.09
1708439024000,327.33,-2.5,43,3.09
1708439024000,329.76,-2.5,43,3.09
1708439024000,335.88,-2.5,43,3.09
1708439024000,340.1,-2.5,43,3.09
1708439024000,342.68,-2.5,43,3.09
1708439024000,340.5,-2.5,43,3.09
1708439024000,333.06,-2.5,43,3.09
1708439024000,342.59,-2.5,43,3.09
1708439024000,340.65,-2.5,43,3.09
1708439024000,343.91,-2.5,43,3.09
1708439024000,341.56,-2.5,43,3.09
1708439024000,339.93,-2.5,43,3.09
1708439024000,338.36,-2.5,43,3.09
1708439024000,340.07,-2.5,43,3.09
1708439024000,334.47,-2.5,43,3.09
1708439024000,336.91,-2.5,43,3.09
1708439024000,339.28,-2.5,43,3.09
1708439024000,340.92,-2.5,43,3.09
1708439024000,342.54,-2.5,43,3.09
1708439024000,339.96,-2.5,43,3.09
1708439024000,332.34,-2.5,43,3.09
1708439024000,326.4,-2.5,43,3.09
1708439024000,322.29,-2.5,43,3.09
1708439024000,320.14,-2.5,43,3.09
1708439024000,318.31,-2.5,43,3.09
1708439024000,320.79,-2.5,43,3.09
1708439024000,322.51,-2.5,43,3.09
1708439024000,334.11,-2.5,43,3.09
1708439024000,342.43,-2.5,43,3.09
1708439024000,346.41,-2.5,43,3.09
1708439024000,336.88,-2.5,43,3.09
1708439024000,339.6,-2.5,43,3.09
1708439024000,328.68,-2.5,43,3.09
1708439024000,321.14,-2.5,43,3.09
1708439024000,332.31,-2.5,43,3.09
1708439024000,340.03,-2.5,43,3.09
1708439024000,345.36,-2.5,43,3.09
1708439024000,349.04,-2.5,43,3.09
1708439024000,351.93,-2.5,43,3.09
1708439024000,341.3,-2.5,43,3.09
1708439024000,346.58,-2.5,43,3.09
1708439024000,342.04,-2.5,43,3.09
1708439024000,347.09,-2.5,43,3.09
1708439024000,342.39,-2.5,43,3.09
1708439024000,350.92,-2.5,43,3.09
1708439024000,345.03,-2.5,43,3.09
1708439024000,354.45,-2.5,43,3.09
1708439024000,348.84,-2.5,43,3.09
1708439024000,344.06,-2.5,43,3.09
1708439024000,341.66,-2.5,43,3.09
1708439024000,340,-2.5,43,3.09
1708439024000,335.45,-2.5,43,3.09
1708439024000,332.3,-2.5,43,3.09
1708439024000,330.12,-2.5,43,3.09
1708439024000,332.88,-2.5,43,3.09
1708439024000,340.08,-2.5,43,3.09
1708439024000,345.06,-2.5,43,3.09
1708439024000,339.22,-2.5,43,3.09
1708439024000,332.18,-2.5,43,3.09
1708439024000,323.89,-2.5,43,3.09
1708439024000,318.17,-2.5,43,3.09
1708439024000,314.22,-2.5,43,3.09
1708439024000,319.68,-2.5,43,3.09
1708439024000,323.45,-2.5,43,3.09
1708439024000,329.81,-2.5,43,3.09
1708439024000,334.03,-2.5,43,3.09
1708439024000,337.12,-2.5,43,3.09
1708439024000,339.77,-2.5,43,3.09
1708439024000,342.45,-2.5,43,3.09
1708439024000,344.3,-2.5,43,3.09
1708439024000,346.47,-2.5,43,3.09
1708439024000,339.23,-2.5,43,3.09
1708439024000,334.23,-2.5,43,3.09
1708439024000,330.77,-2.5,43,3.09
1708439024000,328.39,-2.5,43,3.09
1708439024000,335.78,-2.5,43,3.09
1708439024000,340.89,-2.5,43,3.09
1708439024000,352.78,-2.5,43,3.09
1708439024000,337.79,-2.5,43,3.09
1708439024000,348.59,-2.5,43,3.09
1708439024000,354.52,-2.5,43,3.09
1708439024000,358.62,-2.5,43,3.09
1708439024000,360.52,-2.5,43,3.09
1708439024000,356.79,-2.5,43,3.09
1708439024000,354.21,-2.5,43,3.09
1708439024000,352.43,-2.5,43,3.09
1708439024000,350.35,-2.5,43,3.09
1708439024000,344.96,-2.5,43,3.09
1708439024000,353.88,-2.5,43,3.09
1708439024000,340.26,-2.5,43,3.09
1708439024000,350.64,-2.5,43,3.09
1708439024000,343.14,-2.5,43,3.09
1708439024000,348.7,-2.5,43,3.09
1708439024000,352.55,-2.5,43,3.09
1708439024000,355.21,-2.5,43,3.09
1708439024000,351.92,-2.5,43,3.09
1708439024000,350,-2.5,43,3.09
1708439025000,348.32,-2.5,43,3.09
1708439025000,346.37,-2.5,43,3.09
1708439025000,341.06,-2.5,43,3.09
1708439025000,350.17,-2.5,43,3.09
1708439025000,343.84,-2.5,43,3.09
1708439025000,352.09,-2.5,43,3.09
1708439025000,346.01,-2.5,43,3.09
1708439025000,342.33,-2.5,43,3.09
1708439025000,339.78,-2.5,43,3.09
1708439025000,337.34,-2.5,43,3.09
1708439025000,335.65,-2.5,43,3.09
1708439025000,328.34,-2.5,43,3.09
1708439025000,336.09,-2.5,43,3.09
1708439025000,337.69,-2.5,43,3.09
1708439025000,341.38,-2.5,43,3.09
1708439025000,343.05,-2.5,43,3.09
1708439025000,340.96,-2.5,43,3.09
1708439025000,336.79,-2.5,43,3.09
1708439025000,330.5,-2.5,43,3.09
1708439025000,328.91,-2.5,43,3.09
1708439025000,325.05,-2.5,43,3.09
1708439025000,337.4,-2.5,43,3.09
1708439025000,328.53,-2.5,43,3.09
1708439025000,330.86,-2.5,43,3.09
1708439025000,335.78,-2.5,43,3.09
1708439025000,337.48,-2.5,43,3.09
1708439025000,340.48,-2.5,43,3.09
1708439025000,336.31,-2.5,43,3.09
1708439025000,333.58,-2.5,43,3.09
1708439025000,331.69,-2.5,43,3.09
1708439025000,333.97,-2.5,43,3.09
1708439025000,335.54,-2.5,43,3.09
1708439025000,339.09,-2.5,43,3.09
1708439025000,337.53,-2.5,43,3.09
1708439025000,335.96,-2.5,43,3.09
1708439025000,338.71,-2.5,43,3.09
1708439025000,340.63,-2.5,43,3.09
1708439025000,344.63,-2.5,43,3.09
1708439025000,347.01,-2.5,43,3.09
1708439025000,348.65,-2.5,43,3.09
1708439025000,346.37,-2.5,43,3.09
1708439025000,343.94,-2.5,43,3.09
1708439025000,342.26,-2.5,43,3.09
1708439025000,335.98,-2.5,43,3.09
1708439025000,332.18,-2.5,43,3.09
1708439025000,326.29,-2.5,43,3.09
1708439025000,322.21,-2.5,43,3.09
1708439025000,320.55,-2.5,43,3.09
1708439025000,327.64,-2.5,43,3.09
1708439025000,325.19,-2.5,43,3.09
1708439025000,327.6,-2.5,43,3.09
1708439025000,329.27,-2.5,43,3.09
1708439025000,331.21,-2.5,43,3.09
1708439025000,337.77,-2.5,43,3.09
1708439025000,328.61,-2.5,43,3.09
1708439025000,333.04,-2.5,43,3.09
1708439025000,330.97,-2.5,43,3.09
1708439025000,334.67,-2.5,43,3.09
1708439025000,332.1,-2.5,43,3.09
1708439025000,335.44,-2.5,43,3.09
1708439025000,332.64,-2.5,43,3.09
1708439025000,334.55,-2.5,43,3.09
1708439025000,336.58,-2.5,43,3.09
1708439025000,330.69,-2.5,43,3.09
1708439025000,334.3,-2.5,43,3.09
1708439025000,329.12,-2.5,43,3.09
1708439025000,333.21,-2.5,43,3.09
1708439025000,328.37,-2.5,43,3.09
1708439025000,333.38,-2.5,43,3.09
1708439025000,322.34,-2.5,43,3.09
1708439025000,317.61,-2.5,43,3.09
1708439025000,314.34,-2.5,43,3.09
1708439025000,312.08,-2.5,43,3.09
1708439025000,310.52,-2.5,43,3.09
1708439025000,316.1,-2.5,43,3.09
1708439025000,322.51,-2.5,43,3.09
1708439025000,326.94,-2.5,43,3.09
1708439025000,332.73,-2.5,43,3.09
1708439025000,336.74,-2.5,43,3.09
1708439025000,339.5,-2.5,43,3.09
1708439025000,341.41,-2.5,43,3.09
1708439025000,339.84,-2.5,43,3.09
1708439025000,337.44,-2.5,43,3.09
1708439025000,335.04,-2.5,43,3.09
1708439025000,332.94,-2.5,43,3.09
1708439025000,331.27,-2.5,43,3.09
1708439025000,326.92,-2.5,43,3.09
1708439025000,324.01,-2.5,43,3.09
1708439025000,322.35,-2.5,43,3.09
1708439025000,324.84,-2.5,43,3.09
1708439025000,327.36,-2.5,43,3.09
1708439025000,330.29,-2.5,43,3.09
1708439025000,332.32,-2.5,43,3.09
1708439025000,330.82,-2.5,43,3.09
1708439026000,329.07,-2.5,43,3.09
1708439026000,321.4,-2.5,43,3.09
1708439026000,326.86,-2.5,43,3.09
1708439026000,330.29,-2.5,43,3.09
1708439026000,332.66,-2.5,43,3.09
1708439026000,334.3,-2.5,43,3.09
1708439026000,332.55,-2.5,43,3.09
1708439026000,334.58,-2.5,43,3.09
1708439026000,336.63,-2.5,43,3.09
1708439026000,332.43,-2.5,43,3.09
1708439026000,335.84,-2.5,43,3.09
1708439026000,331.89,-2.5,43,3.09
1708439026000,334.11,-2.5,43,3.09
1708439026000,335.63,-2.5,43,3.09
1708439026000,337.42,-2.5,43,3.09
1708439026000,331.18,-2.5,43,3.09
1708439026000,326.28,-2.5,43,3.09
1708439026000,328.05,-2.5,43,3.09
1708439026000,330.16,-2.5,43,3.09
1708439026000,332.05,-2.5,43,3.09
1708439026000,333.57,-2.5,43,3.09
1708439026000,335.4,-2.5,43,3.09
1708439026000,333.48,-2.5,43,3.09
1708439026000,324.97,-2.5,43,3.09
1708439026000,319.08,-2.5,43,3.09
1708439026000,320.65,-2.5,43,3.09
1708439026000,322.48,-2.5,43,3.09
1708439026000,324.36,-2.5,43,3.09
1708439026000,326.68,-2.5,43,3.09
1708439026000,332.9,-2.5,43,3.09
1708439026000,336.51,-2.5,43,3.09
1708439026000,339,-2.5,43,3.09
1708439026000,340.73,-2.5,43,3.09
1708439026000,338.41,-2.5,43,3.09
1708439026000,333.91,-2.5,43,3.09
1708439026000,330.55,-2.5,43,3.09
1708439026000,336.76,-2.5,43,3.09
1708439026000,341.06,-2.5,43,3.09
1708439026000,344.02,-2.5,43,3.09
1708439026000,346.07,-2.5,43,3.09
1708439026000,344.54,-2.5,43,3.09
1708439026000,348.14,-2.5,43,3.09
1708439026000,338,-2.5,43,3.09
1708439026000,347.2,-2.5,43,3.09
1708439026000,356.8,-2.5,43,3.09
1708439026000,363.43,-2.5,43,3.09
1708439026000,357.44,-2.5,43,3.09
1708439026000,362.68,-2.5,43,3.09
1708439026000,356.92,-2.5,43,3.09
1708439026000,349.52,-2.5,43,3.09
1708439026000,344.41,-2.5,43,3.09
1708439026000,347.19,-2.5,43,3.09
1708439026000,342.8,-2.5,43,3.09
1708439026000,346.08,-2.5,43,3.09
1708439026000,348.35,-2.5,43,3.09
1708439026000,343.99,-2.5,43,3.09
1708439026000,339.84,-2.5,43,3.09
1708439026000,336.7,-2.5,43,3.09
1708439026000,334.53,-2.5,43,3.09
1708439026000,325.69,-2.5,43,3.09
1708439026000,319.58,-2.5,43,3.09
1708439026000,327.31,-2.5,43,3.09
1708439026000,332.65,-2.5,43,3.09
1708439026000,336.33,-2.5,43,3.09
1708439026000,338.88,-2.5,43,3.09
1708439026000,340.75,-2.5,43,3.09
1708439026000,342.75,-2.5,43,3.09
1708439026000,346.37,-2.5,43,3.09
1708439026000,348.2,-2.5,43,3.09
1708439026000,352.55,-2.5,43,3.09
1708439026000,349.91,-2.5,43,3.09
1708439026000,348.1,-2.5,43,3.09
1708439026000,344.96,-2.5,43,3.09
1708439026000,342.6,-2.5,43,3.09
1708439026000,340.51,-2.5,43,3.09
1708439026000,343.12,-2.5,43,3.09
1708439026000,345.45,-2.5,43,3.09
1708439026000,347.06,-2.5,43,3.09
1708439026000,348.94,-2.5,43,3.09
1708439026000,346.66,-2.5,43,3.09
1708439026000,345.06,-2.5,43,3.09
1708439027000,354.2,-2.5,43,3.09
1708439027000,345.25,-2.5,43,3.09
1708439027000,354.94,-2.5,43,3.09
1708439027000,361.64,-2.5,43,3.09
1708439027000,356.71,-2.5,43,3.09
1708439027000,353.3,-2.5,43,3.09
1708439027000,350.95,-2.5,43,3.09
1708439027000,345.74,-2.5,43,3.09
1708439027000,343.8,-2.5,43,3.09
1708439027000,341.65,-2.5,43,3.09
1708439027000,339.14,-2.5,43,3.09
1708439027000,337.58,-2.5,43,3.09
1708439027000,339.2,-2.5,43,3.09
1708439027000,337.2,-2.5,43,3.09
1708439027000,335.56,-2.5,43,3.09
1708439027000,330.33,-2.5,43,3.09
1708439027000,326.71,-2.5,43,3.09
1708439027000,322.51,-2.5,43,3.09
1708439027000,336.15,-2.5,43,3.09
1708439027000,345.58,-2.5,43,3.09
1708439027000,352.1,-2.5,43,3.09
1708439027000,354.9,-2.5,43,3.09
1708439027000,356.83,-2.5,43,3.09
1708439027000,361.61,-2.5,43,3.09
1708439027000,359.08,-2.5,43,3.09
1708439027000,357.33,-2.5,43,3.09
1708439027000,354.07,-2.5,43,3.09
1708439027000,351.68,-2.5,43,3.09
1708439027000,344.54,-2.5,43,3.09
1708439027000,338.92,-2.5,43,3.09
1708439027000,335.72,-2.5,43,3.09
1708439027000,332.83,-2.5,43,3.09
1708439027000,329.92,-2.5,43,3.09
1708439027000,338.72,-2.5,43,3.09
1708439027000,333.19,-2.5,43,3.09
1708439027000,335.1,-2.5,43,3.09
1708439027000,339.01,-2.5,43,3.09
1708439027000,341.07,-2.5,43,3.09
1708439027000,336.18,-2.5,43,3.09
1708439027000,341.85,-2.5,43,3.09
1708439027000,336.72,-2.5,43,3.09
1708439027000,333.18,-2.5,43,3.09
1708439027000,328.68,-2.5,43,3.09
1708439027000,341.45,-2.5,43,3.09
1708439027000,335.42,-2.5,43,3.09
1708439027000,341.32,-2.5,43,3.09
1708439027000,343.11,-2.5,43,3.09
1708439027000,344.84,-2.5,43,3.09
1708439027000,347.49,-2.5,43,3.09
1708439027000,349.32,-2.5,43,3.09
1708439027000,352.31,-2.5,43,3.09
1708439027000,354.33,-2.5,43,3.09
1708439027000,347.05,-2.5,43,3.09
1708439027000,354.65,-2.5,43,3.09
1708439027000,347.27,-2.5,43,3.09
1708439027000,351.56,-2.5,43,3.09
1708439027000,349.4,-2.5,43,3.09
1708439027000,346.88,-2.5,43,3.09
1708439027000,344.66,-2.5,43,3.09
1708439027000,340.56,-2.5,43,3.09
1708439027000,336.15,-2.5,43,3.09
1708439027000,338.58,-2.5,43,3.09
1708439027000,340.44,-2.5,43,3.09
1708439027000,338.4,-2.5,43,3.09
1708439027000,339.98,-2.5,43,3.09
1708439027000,342.73,-2.5,43,3.09
1708439027000,349.03,-2.5,43,3.09
1708439027000,353.12,-2.5,43,3.09
1708439027000,345.87,-2.5,43,3.09
1708439027000,349.74,-2.5,43,3.09
1708439027000,343.26,-2.5,43,3.09
1708439027000,339.06,-2.5,43,3.09
1708439027000,341.96,-2.5,43,3.09
1708439027000,331.51,-2.5,43,3.09
1708439027000,324.29,-2.5,43,3.09
1708439027000,319.98,-2.5,43,3.09
1708439027000,338.33,-2.5,43,3.09
1708439027000,330.54,-2.5,43,3.09
1708439027000,344.43,-2.5,43,3.09
1708439027000,341.92,-2.5,43,3.09
1708439027000,352.3,-2.5,43,3.09
1708439027000,347.35,-2.5,43,3.09
1708439027000,350.08,-2.5,43,3.09
1708439027000,345.82,-2.5,43,3.09
1708439027000,343.47,-2.5,43,3.09
1708439027000,341.16,-2.5,43,3.09
1708439028000,342.7,-2.5,43,3.09
1708439028000,345.16,-2.5,43,3.09
1708439028000,339.59,-2.5,43,3.09
1708439028000,332.43,-2.5,43,3.09
1708439028000,324.07,-2.5,43,3.09
1708439028000,318.29,-2.5,43,3.09
1708439028000,314.3,-2.5,43,3.09
1708439028000,311.54,-2.5,43,3.09
1708439028000,331.03,-2.5,43,3.09
1708439028000,334.53,-2.5,43,3.09
1708439028000,342.42,-2.5,43,3.09
1708439028000,343.99,-2.5,43,3.09
1708439028000,350.07,-2.5,43,3.09
1708439028000,353.49,-2.5,43,3.09
1708439028000,350.05,-2.5,43,3.09
1708439028000,347.68,-2.5,43,3.09
1708439028000,345.7,-2.5,43,3.09
1708439028000,343.73,-2.5,43,3.09
1708439028000,339.67,-2.5,43,3.09
1708439028000,337.6,-2.5,43,3.09
1708439028000,344.7,-2.5,43,3.09
1708439028000,351.43,-2.5,43,3.09
1708439028000,349.66,-2.5,43,3.09
1708439028000,346.55,-2.5,43,3.09
1708439028000,343.75,-2.5,43,3.09
1708439028000,341.59,-2.5,43,3.09
1708439028000,333.47,-2.5,43,3.09
1708439028000,327.18,-2.5,43,3.09
1708439028000,322.83,-2.5,43,3.09
1708439028000,319.82,-2.5,43,3.09
1708439028000,325.94,-2.5,43,3.09
1708439028000,330.16,-2.5,43,3.09
1708439028000,334.96,-2.5,43,3.09
1708439028000,339.27,-2.5,43,3.09
1708439028000,341.47,-2.5,43,3.09
1708439028000,344.05,-2.5,43,3.09
1708439028000,338.12,-2.5,43,3.09
1708439028000,341.31,-2.5,43,3.09
1708439028000,336.35,-2.5,43,3.09
1708439028000,332.92,-2.5,43,3.09
1708439028000,338.65,-2.5,43,3.09
1708439028000,341.39,-2.5,43,3.09
1708439028000,343,-2.5,43,3.09
1708439028000,330.66,-2.5,43,3.09
1708439028000,322.51,-2.5,43,3.09
1708439028000,316.87,-2.5,43,3.09
1708439028000,314.17,-2.5,43,3.09
1708439028000,323.23,-2.5,43,3.09
1708439028000,329.49,-2.5,43,3.09
1708439028000,333.81,-2.5,43,3.09
1708439028000,336.8,-2.5,43,3.09
1708439028000,338.86,-2.5,43,3.09
1708439028000,341.27,-2.5,43,3.09
1708439028000,353.05,-2.5,43,3.09
1708439028000,342.75,-2.5,43,3.09
1708439028000,332.06,-2.5,43,3.09
1708439028000,324.66,-2.5,43,3.09
1708439028000,320.07,-2.5,43,3.09
1708439028000,316.89,-2.5,43,3.09
1708439028000,329.88,-2.5,43,3.09
1708439028000,324.87,-2.5,43,3.09
1708439028000,336.08,-2.5,43,3.09
1708439028000,334.1,-2.5,43,3.09
1708439028000,338.02,-2.5,43,3.09
1708439028000,340.13,-2.5,43,3.09
1708439028000,338.6,-2.5,43,3.09
1708439028000,341.13,-2.5,43,3.09
1708439028000,343.39,-2.5,43,3.09
1708439028000,344.96,-2.5,43,3.09
1708439028000,347.91,-2.5,43,3.09
1708439028000,349.95,-2.5,43,3.09
1708439028000,347.21,-2.5,43,3.09
1708439028000,345.55,-2.5,43,3.09
1708439028000,342.65,-2.5,43,3.09
1708439028000,340.01,-2.5,43,3.09
1708439028000,338.18,-2.5,43,3.09
1708439028000,336.04,-2.5,43,3.09
1708439028000,337.65,-2.5,43,3.09
1708439028000,327.68,-2.5,43,3.09
1708439028000,340.75,-2.5,43,3.09
1708439028000,345.12,-2.5,43,3.09
1708439028000,335.57,-2.5,43,3.09
1708439028000,343.81,-2.5,43,3.09
1708439029000,336.03,-2.5,43,3.09
1708439029000,342.6,-2.5,43,3.09
1708439029000,335.87,-2.5,43,3.09
1708439029000,342.49,-2.5,43,3.09
1708439029000,335.8,-2.5,43,3.09
1708439029000,342.44,-2.5,43,3.09
1708439029000,345.2,-2.5,43,3.09
1708439029000,340.29,-2.5,43,3.09
1708439029000,337.69,-2.5,43,3.09
1708439029000,335.89,-2.5,43,3.09
1708439029000,342.16,-2.5,43,3.09
1708439029000,338.64,-2.5,43,3.09
1708439029000,342.36,-2.5,43,3.09
1708439029000,338.78,-2.5,43,3.09
1708439029000,340.36,-2.5,43,3.09
1708439029000,342.19,-2.5,43,3.09
1708439029000,344.12,-2.5,43,3.09
1708439029000,346.38,-2.5,43,3.09
1708439029000,351.05,-2.5,43,3.09
1708439029000,343.42,-2.5,43,3.09
1708439029000,350.09,-2.5,43,3.09
1708439029000,336.44,-2.5,43,3.09
1708439029000,346.98,-2.5,43,3.09
1708439029000,334.98,-2.5,43,3.09
1708439029000,326.68,-2.5,43,3.09
1708439029000,320.95,-2.5,43,3.09
1708439029000,325.01,-2.5,43,3.09
1708439029000,327.82,-2.5,43,3.09
1708439029000,329.76,-2.5,43,3.09
1708439029000,335.87,-2.5,43,3.09
1708439029000,339.96,-2.5,43,3.09
1708439029000,337.37,-2.5,43,3.09
1708439029000,335.66,-2.5,43,3.09
1708439029000,330.05,-2.5,43,3.09
1708439029000,339.66,-2.5,43,3.09
1708439029000,335.55,-2.5,43,3.09
1708439029000,340.73,-2.5,43,3.09
1708439029000,344.31,-2.5,43,3.09
1708439029000,346.78,-2.5,43,3.09
1708439029000,344.82,-2.5,43,3.09
1708439029000,343.18,-2.5,43,3.09
1708439029000,340.37,-2.5,43,3.09
1708439029000,338.43,-2.5,43,3.09
1708439029000,336.16,-2.5,43,3.09
1708439029000,345.08,-2.5,43,3.09
1708439029000,351.24,-2.5,43,3.09
1708439029000,358.74,-2.5,43,3.09
1708439029000,363.92,-2.5,43,3.09
1708439029000,357.94,-2.5,43,3.09
1708439029000,353.81,-2.5,43,3.09
1708439029000,350.96,-2.5,43,3.09
1708439029000,348.99,-2.5,43,3.09
1708439029000,342.68,-2.5,43,3.09
1708439029000,347.19,-2.5,43,3.09
1708439029000,336.66,-2.5,43,3.09
1708439029000,348.15,-2.5,43,3.09
1708439029000,337.32,-2.5,43,3.09
1708439029000,332.23,-2.5,43,3.09
1708439029000,328.71,-2.5,43,3.09
1708439029000,325.77,-2.5,43,3.09
1708439029000,330.43,-2.5,43,3.09
1708439029000,327.47,-2.5,43,3.09
1708439029000,331.39,-2.5,43,3.09
1708439029000,334.21,-2.5,43,3.09
1708439029000,337.6,-2.5,43,3.09
1708439029000,339.59,-2.5,43,3.09
1708439029000,341.91,-2.5,43,3.09
1708439029000,343.42,-2.5,43,3.09
1708439029000,346.98,-2.5,43,3.09
1708439029000,349.82,-2.5,43,3.09
1708439029000,356.58,-2.5,43,3.09
1708439029000,360.72,-2.5,43,3.09
1708439029000,358.15,-2.5,43,3.09
1708439029000,355.68,-2.5,43,3.09
1708439029000,353.9,-2.5,43,3.09
1708439029000,347.94,-2.5,43,3.09
1708439029000,344.51,-2.5,43,3.09
1708439029000,341.97,-2.5,43,3.09
1708439029000,340.22,-2.5,43,3.09
1708439029000,341.87,-2.5,43,3.09
1708439029000,339.97,-2.5,43,3.09
1708439029000,337.82,-2.5,43,3.09
1708439029000,336.32,-2.5,43,3.09
1708439029000,338.88,-2.5,43,3.09
1708439029000,341.62,-2.5,43,3.09
1708439029000,339.58,-2.5,43,3.09
1708439029000,337.2,-2.5,43,3.09
1708439029000,335.56,-2.5,43,3.09
1708439029000,337.66,-2.5,43,3.09
1708439029000,335.88,-2.5,43,3.09
1708439029000,337.89,-2.5,43,3.09
1708439029000,332.28,-2.5,43,3.09
1708439029000,335.4,-2.5,43,3.09
1708439029000,337.89,-2.5,43,3.09
1708439030000,340.44,-2.5,43,3.09
1708439030000,342.61,-2.5,43,3.09
1708439030000,339.66,-2.5,43,3.09
1708439030000,336.92,-2.5,43,3.09
1708439030000,339.19,-2.5,43,3.09
1708439030000,337.55,-2.5,43,3.09
1708439030000,346.89,-2.5,43,3.09
1708439030000,341.91,-2.5,43,3.09
1708439030000,338.47,-2.5,43,3.09
1708439030000,336.09,-2.5,43,3.09
1708439030000,333.77,-2.5,43,3.09
1708439030000,332.16,-2.5,43,3.09
1708439030000,334.32,-2.5,43,3.09
1708439030000,343.59,-2.5,43,3.09
1708439030000,330.61,-2.5,43,3.09
1708439030000,321.96,-2.5,43,3.09
1708439030000,333.96,-2.5,43,3.09
1708439030000,335.54,-2.5,43,3.09
1708439030000,337.31,-2.5,43,3.09
1708439030000,339.38,-2.5,43,3.09
1708439030000,345.25,-2.5,43,3.09
1708439030000,340.44,-2.5,43,3.09
1708439030000,345.3,-2.5,43,3.09
1708439030000,333.65,-2.5,43,3.09
1708439030000,325.59,-2.5,43,3.09
1708439030000,320.03,-2.5,43,3.09
1708439030000,324.37,-2.5,43,3.09
1708439030000,316.63,-2.5,43,3.09
